 time            time            v(n1)           v(n2)           v(n3)           i(L1)           i(L2)           i(L3)
 5.05272694e-01  5.05272694e-01  3.56921602e-04  9.17252172e-06  2.26251756e-07  5.86661994e-05  5.60139382e-06  3.05857938e-07
 5.28713622e-01  5.28713622e-01  4.06988659e-04  1.04200217e-05  2.54206778e-07  7.01003837e-05  6.68324843e-06  3.62700885e-07
 5.53355672e-01  5.53355672e-01  4.64141664e-04  1.18308604e-05  2.85014773e-07  8.38049309e-05  7.97385227e-06  4.29643181e-07
 5.79261849e-01  5.79261849e-01  5.29355621e-04  1.34237188e-05  3.18778420e-07  1.00233000e-04  9.51249318e-06  5.08283941e-07
 6.06530978e-01  6.06530978e-01  6.03819538e-04  1.52207478e-05  3.55583692e-07  1.19952282e-04  1.13477003e-05  6.00517883e-07
 6.35248396e-01  6.35248396e-01  6.88833640e-04  1.72445049e-05  3.95410571e-07  1.43636039e-04  1.35357909e-05  7.08394296e-07
 6.65530135e-01  6.65530135e-01  7.85950548e-04  1.95206463e-05  4.38158083e-07  1.72121698e-04  1.61454763e-05  8.34259024e-07
 6.97489725e-01  6.97489725e-01  8.96904042e-04  2.20752948e-05  4.83554663e-07  2.06418327e-04  1.92573839e-05  9.80611075e-07
 7.31270778e-01  7.31270778e-01  1.02374131e-03  2.49369115e-05  5.31146263e-07  2.47780424e-04  2.29691917e-05  1.15018875e-06
 7.67025963e-01  7.67025963e-01  1.16878456e-03  2.81337810e-05  5.80192409e-07  2.97741933e-04  2.73964397e-05  1.34578959e-06
 8.04942929e-01  8.04942929e-01  1.33476533e-03  3.16948635e-05  6.29605946e-07  3.58220432e-04  3.26786657e-05  1.57025359e-06
 8.42595526e-01  8.42595526e-01  1.51195323e-03  3.53839160e-05  6.74848421e-07  4.26480330e-04  3.85466077e-05  1.80896092e-06
 8.81521880e-01  8.81521880e-01  1.70797326e-03  3.93313006e-05  7.16294857e-07  5.06261953e-04  4.52871912e-05  2.07009819e-06
 9.20268821e-01  9.20268821e-01  1.91584774e-03  4.33654183e-05  7.50843457e-07  5.95592616e-04  5.26939393e-05  2.34176952e-06
 9.60195294e-01  9.60195294e-01  2.14305024e-03  4.75964198e-05  7.78038812e-07  6.98642291e-04  6.10651185e-05  2.63042222e-06
 1.00036823e+00  1.00036823e+00  2.38454588e-03  5.18898659e-05  7.95405468e-07  8.14243887e-04  7.02489311e-05  2.92556643e-06
 1.04184524e+00  1.04184524e+00  2.64687205e-03  5.63148638e-05  8.01407838e-07  9.46813790e-04  8.05270304e-05  3.23008257e-06
 1.08404521e+00  1.08404521e+00  2.92658621e-03  6.07571760e-05  7.93730830e-07  1.09615109e-03  9.17991216e-05  3.53364955e-06
 1.12811955e+00  1.12811955e+00  3.23156885e-03  6.52716548e-05  7.69564023e-07  1.26839693e-03  1.04419708e-04  3.83662930e-06
 1.17364061e+00  1.17364061e+00  3.55913041e-03  6.97305385e-05  7.26117895e-07  1.46446803e-03  1.18316515e-04  4.12586239e-06
 1.21873366e+00  1.21873366e+00  3.89482991e-03  7.38712296e-05  6.63697894e-07  1.67754720e-03  1.32883171e-04  4.37959366e-06
 1.26478527e+00  1.26478527e+00  4.24757289e-03  7.77384593e-05  5.79499516e-07  1.91511623e-03  1.48498385e-04  4.59524263e-06
 1.31059709e+00  1.31059709e+00  4.60663855e-03  8.11449698e-05  4.75100452e-07  2.17195716e-03  1.64672781e-04  4.75635175e-06
 1.35741999e+00  1.35741999e+00  4.98000540e-03  8.40905990e-05  3.47442943e-07  2.45601138e-03  1.81740407e-04  4.85579912e-06
 1.39939593e+00  1.39939593e+00  5.31845962e-03  8.62063888e-05  2.15606476e-07  2.72940699e-03  1.97389869e-04  4.88111432e-06
 1.42583516e+00  1.42583516e+00  5.53278298e-03  8.72610079e-05  1.24443962e-07  2.91076450e-03  2.07371501e-04  4.86334915e-06
 1.44620942e+00  1.44620942e+00  5.69820772e-03  8.79160074e-05  5.01003083e-08  3.05536472e-03  2.15106161e-04  4.83061611e-06
 1.46498609e+00  1.46498609e+00  5.85063912e-03  8.83910573e-05 -2.14189323e-08  3.19236464e-03  2.22251418e-04  4.78499019e-06
 1.48509282e+00  1.48509282e+00  6.01362211e-03  8.87564624e-05 -1.01032051e-07  3.34304054e-03  2.29904996e-04  4.71899891e-06
 1.50597525e+00  1.50597525e+00  6.18239104e-03  8.89727104e-05 -1.86835450e-07  3.50386544e-03  2.37839155e-04  4.63105953e-06
 1.53309960e+00  1.53309960e+00  6.40041717e-03  8.89943194e-05 -3.02637804e-07  3.71932269e-03  2.48090636e-04  4.48628817e-06
 1.56126088e+00  1.56126088e+00  6.62482556e-03  8.86941461e-05 -4.27541988e-07  3.95079888e-03  2.58628699e-04  4.29837209e-06
 1.59402799e+00  1.59402799e+00  6.88260608e-03  8.79130942e-05 -5.77993625e-07  4.22998942e-03  2.70691331e-04  4.03012300e-06
 1.62742997e+00  1.62742997e+00  7.14072634e-03  8.66197042e-05 -7.35943043e-07  4.52532228e-03  2.82691612e-04  3.70057672e-06
 1.66395820e+00  1.66395820e+00  7.41635047e-03  8.46080531e-05 -9.12473644e-07  4.86041964e-03  2.95371803e-04  3.27436757e-06
 1.70107236e+00  1.70107236e+00  7.68784987e-03  8.19032561e-05 -1.09415413e-06  5.21349243e-03  3.07666959e-04  2.77050797e-06
 1.74052649e+00  1.74052649e+00  7.96530038e-03  7.82752433e-05 -1.28767495e-06  5.60223404e-03  3.19947907e-04  2.15704508e-06
 1.78069722e+00  1.78069722e+00  8.23407942e-03  7.37649532e-05 -1.48267409e-06  6.01158131e-03  3.31462654e-04  1.45154920e-06
 1.82283594e+00  1.82283594e+00  8.49897858e-03  6.81319713e-05 -1.68215460e-06  6.45481720e-03  3.42290920e-04  6.26793593e-07
 1.86590054e+00  1.86590054e+00  8.74928819e-03  6.14102774e-05 -1.87752234e-06  6.92138069e-03  3.51840185e-04 -3.00968968e-07
 1.90070456e+00  1.90070456e+00  8.93495919e-03  5.52622052e-05 -2.02710915e-06  7.30773419e-03  3.58311196e-04 -1.10957153e-06
 1.92469262e+00  1.92469262e+00  9.05361385e-03  5.06522474e-05 -2.12502746e-06  7.57850838e-03  3.62068664e-04 -1.69554841e-06
 1.94588072e+00  1.94588072e+00  9.15167199e-03  4.63283567e-05 -2.20745839e-06  7.82048787e-03  3.64876466e-04 -2.23118906e-06
 1.96911165e+00  1.96911165e+00  9.25149016e-03  4.13176437e-05 -2.29293514e-06  8.08857870e-03  3.67370187e-04 -2.83637966e-06
 1.99017269e+00  1.99017269e+00  9.33471271e-03  3.65329953e-05 -2.36560966e-06  8.33394237e-03  3.69077073e-04 -3.39992357e-06
 2.01977677e+00  2.01977677e+00  9.43936735e-03  2.94241089e-05 -2.45926754e-06  8.68212730e-03  3.70535687e-04 -4.21310777e-06
