 time            time            v(n1)           v(n2)           v(n3)           i(L1)           i(L2)           i(L3)
 3.62541833e-04  3.62541833e-04  1.76327866e-02  2.99509655e-04  5.47711426e-06  1.28534628e-04  3.63556048e-06  1.30034632e-07
 3.78827733e-04  3.78827733e-04  1.98231752e-02  3.30899694e-04  5.73356098e-06  1.51725934e-04  4.23542365e-06  1.47024769e-07
 3.95468703e-04  3.95468703e-04  2.21982241e-02  3.63615836e-04  5.92994355e-06  1.78297535e-04  4.90726851e-06  1.64878282e-07
 4.12381675e-04  4.12381675e-04  2.47489266e-02  3.97228856e-04  6.05098644e-06  2.08453649e-04  5.65115760e-06  1.83260417e-07
 4.29763450e-04  4.29763450e-04  2.75074489e-02  4.31804140e-04  6.08236402e-06  2.42932828e-04  6.47908851e-06  2.02069758e-07
 4.47607340e-04  4.47607340e-04  3.04753623e-02  4.66930349e-04  6.00638022e-06  2.82187193e-04  7.39422084e-06  2.20899823e-07
 4.66263657e-04  4.66263657e-04  3.37145886e-02  5.02783377e-04  5.80009162e-06  3.27598486e-04  8.41863819e-06  2.39591609e-07
 4.85158260e-04  4.85158260e-04  3.71234998e-02  5.37664663e-04  5.45101354e-06  3.78325040e-04  9.52217890e-06  2.56952030e-07
 5.04171419e-04  5.04171419e-04  4.06683158e-02  5.70758051e-04  4.95166458e-06  4.34347671e-04  1.06938401e-05  2.72254751e-07
 5.23350243e-04  5.23350243e-04  4.43422855e-02  6.01518974e-04  4.29454211e-06  4.96065087e-04  1.19304369e-05  2.84890476e-07
 5.42690289e-04  5.42690289e-04  4.81266786e-02  6.29272607e-04  3.47613761e-06  5.63719932e-04  1.32239676e-05  2.94173662e-07
 5.62314297e-04  5.62314297e-04  5.20252384e-02  6.53461042e-04  2.48975652e-06  6.38025200e-04  1.45732581e-05  2.99426860e-07
 5.77420316e-04  5.77420316e-04  5.50522418e-02  6.69003098e-04  1.62758225e-06  6.99142410e-04  1.56300500e-05  3.00272434e-07
 5.88347972e-04  5.88347972e-04  5.72491601e-02  6.78414703e-04  9.50600381e-07  7.45490518e-04  1.64008275e-05  2.98999805e-07
 5.97936724e-04  5.97936724e-04  5.91773728e-02  6.85307061e-04  3.21683834e-07  7.87639874e-04  1.70791488e-05  2.96491158e-07
 6.07256782e-04  6.07256782e-04  6.10483474e-02  6.90707252e-04 -3.19010719e-07  8.29932831e-04  1.77382761e-05  2.92741822e-07
 6.16757397e-04  6.16757397e-04  6.29488287e-02  6.94825800e-04 -9.99962092e-07  8.74384954e-04  1.84080520e-05  2.87535402e-07
 6.25965288e-04  6.25965288e-04  6.47810423e-02  6.97423343e-04 -1.68473637e-06  9.18751827e-04  1.90533327e-05  2.81111708e-07
 6.37695767e-04  6.37695767e-04  6.70958770e-02  6.98651284e-04 -2.58876621e-06  9.77089213e-04  1.98667444e-05  2.70900536e-07
 6.49531748e-04  6.49531748e-04  6.94033455e-02  6.97428799e-04 -3.53236534e-06  1.03799067e-03  2.06740196e-05  2.58236648e-07
 6.63335528e-04  6.63335528e-04  7.20491490e-02  6.92741895e-04 -4.66546520e-06  1.11156241e-03  2.15928194e-05  2.40404586e-07
 6.77253765e-04  6.77253765e-04  7.46567364e-02  6.84320296e-04 -5.83490335e-06  1.18846110e-03  2.24880802e-05  2.19036684e-07
 6.92544469e-04  6.92544469e-04  7.74376163e-02  6.70625164e-04 -7.13903808e-06  1.27599846e-03  2.34270077e-05  1.91612802e-07
 7.08012590e-04  7.08012590e-04  8.01457845e-02  6.51880879e-04 -8.46550879e-06  1.36769301e-03  2.43198083e-05  1.59678320e-07
 7.24524922e-04  7.24524922e-04  8.29012524e-02  6.26284007e-04 -9.87284922e-06  1.46890656e-03  2.51980085e-05  1.21008591e-07
 7.41317367e-04  7.41317367e-04  8.55391959e-02  5.94198303e-04 -1.12764259e-05  1.57516752e-03  2.59991351e-05  7.69780601e-08
 7.59002373e-04  7.59002373e-04  8.81141691e-02  5.53691407e-04 -1.27029769e-05  1.69045228e-03  2.67278446e-05  2.57244280e-08
 7.77091614e-04  7.77091614e-04  9.05061172e-02  5.05058351e-04 -1.40841117e-05  1.81164377e-03  2.73351713e-05 -3.15263608e-08
 7.90195086e-04  7.90195086e-04  9.20724556e-02  4.65267635e-04 -1.50234661e-05  1.90132341e-03  2.76797083e-05 -7.58239783e-08
 7.99625774e-04  7.99625774e-04  9.31071326e-02  4.34258660e-04 -1.56625118e-05  1.96676525e-03  2.78743757e-05 -1.09061747e-07
 8.07793365e-04  8.07793365e-04  9.39369020e-02  4.05804424e-04 -1.61878481e-05  2.02399624e-03  2.80047218e-05 -1.38690233e-07
 8.15919058e-04  8.15919058e-04  9.46983801e-02  3.76032421e-04 -1.66821826e-05  2.08139829e-03  2.80974228e-05 -1.68876363e-07
 8.24286843e-04  8.24286843e-04  9.54130210e-02  3.43859608e-04 -1.71595403e-05  2.14094912e-03  2.81527096e-05 -2.00633179e-07
 8.35007949e-04  8.35007949e-04  9.62209699e-02  3.00421319e-04 -1.77206399e-05  2.21781766e-03  2.81613079e-05 -2.42193574e-07
 8.46957313e-04  8.46957313e-04  9.69726379e-02  2.49119850e-04 -1.82745907e-05  2.30412888e-03  2.80848983e-05 -2.89486612e-07
 8.60828351e-04  8.60828351e-04  9.76387754e-02  1.85842561e-04 -1.88166646e-05  2.40497005e-03  2.78771177e-05 -3.45368402e-07
 8.75585113e-04  8.75585113e-04  9.80919385e-02  1.14268584e-04 -1.92667936e-05  2.51275975e-03  2.75090434e-05 -4.05573353e-07
 8.91671314e-04  8.91671314e-04  9.82705119e-02  3.14600048e-05 -1.96003950e-05  2.63050634e-03  2.69270643e-05 -4.71534819e-07
 9.04591583e-04  9.04591583e-04  9.81657402e-02 -3.85059472e-05 -1.97449138e-05  2.72502034e-03  2.63180573e-05 -5.24383582e-07
 9.17960829e-04  9.17960829e-04  9.78146782e-02 -1.13959602e-04 -1.97747182e-05  2.82250300e-03  2.55503352e-05 -5.78544458e-07
